id,price
0,572.95
1,13861.59
2,2462.99
3,2838.59
4,17608.15
5,10640.5
6,1939.71
7,16286.92
8,4008.87
9,7146.22
10,16609.0
11,1340.22
12,1338.61
13,3526.25
14,1865.03
15,1345.68
16,8444.53
17,1058.64
18,5007.9
19,17568.98
20,1007.1633333333334
21,4217.86
22,955.07
23,13913.301666666668
24,4964.23
25,2160.33
26,16998.36
27,1933.39
28,11621.21
29,858.52
30,10327.92
31,2263.96
32,13922.66
33,1825.68
34,2162.82
35,508.52
36,3229.94
37,15657.32
38,2735.82
39,2479.51
40,16513.92
41,1000.12
42,1264.38
43,1361.71
44,3976.93
45,17166.01
46,14958.15
47,16287.095
48,849.89
49,9771.75
50,934.21
51,17886.1
52,5734.62
53,7729.87
54,4813.21
55,6247.62
56,5810.34
57,17175.2
58,5658.63
59,3106.08
60,1249.68
61,2578.13
62,2084.21
63,6459.04
64,964.51
65,1284.96
66,3449.85
67,1609.03
68,15050.453333333335
69,3543.21
70,5085.05
71,707.97
72,8685.26
73,16821.97
74,3945.24
75,933.194
76,4071.14
77,1604.96
78,2011.28
79,17071.59
80,1045.49
81,4088.65
82,1465.4
83,2880.59
84,5563.8
85,1457.37
86,800.02
87,1390.62
88,16503.19
89,3577.22
90,11924.21
91,8868.94
92,17927.06
93,3756.19
94,10829.78
95,505.83
96,1400.23
97,17298.39
98,8066.97
99,1994.2
100,1487.12
101,7553.56
102,2601.01
103,11330.64
104,1433.84
105,2734.4
106,1470.13
107,3880.88
108,1381.95
109,4782.42
110,6554.32
111,854.42
112,3452.4
113,3012.6859999999997
114,10548.0
115,6469.02
116,12877.36
117,4525.08
118,3389.56
119,16093.69
120,7035.31
121,2259.33
122,10709.52
123,15007.61
124,598.33
125,2203.59
126,869.5
127,938.18
128,1173.83
129,10666.06
130,521.41
131,4331.23
132,1276.17
133,876.715
134,1588.37
135,2638.1
136,10976.55
137,11595.205
138,1275.32
139,2958.72
140,11977.11
141,2647.21
142,915.26
143,15699.41
144,6998.84
145,16371.68
146,11232.49
147,926.33
148,919.79
149,528.2
150,7465.94
151,2789.41
152,3861.98
153,2404.93
154,2732.67
155,2840.22
156,3332.54
157,2357.59
158,3522.86
159,1056.1
160,8674.73
161,831.96
162,3954.65
163,1064.39
164,2955.24
165,11859.7
166,2010.3
167,5136.57
168,5212.38
169,16341.7
170,10689.6
171,1207.04
172,2996.08
173,8568.62
174,11513.82
175,859.84
176,3687.46
177,1085.18
178,1011.92
179,3792.87
180,554.13
181,913.94
182,1186.39
183,17125.32
184,1555.23
185,853.28
186,4674.96
187,2625.24
188,4848.22
189,816.8
190,9452.93
191,3074.38
192,857.85
193,16763.41
194,1997.1
195,8469.16
196,1268.39
197,7140.97
198,11566.0
199,10626.71
200,12690.11
201,7041.82
202,4128.94
203,2410.85
204,16163.96
205,5262.89
206,2661.59
207,6905.03
208,1238.73
209,8297.22
210,8882.62
211,2692.74
212,16963.37
213,7117.9
214,1356.36
215,606.48
216,2589.27
217,6070.31
218,3780.09
219,17398.24
220,11649.44
221,917.88
222,1047.03
223,2342.53
224,1946.2
225,6092.93
226,598.96
227,3804.52
228,6600.79
229,939.32
230,5293.84
231,1061.17
232,8224.01
233,1251.21
234,1271.43
235,16217.74
236,3651.99
237,17279.5
238,5970.86
239,11430.38
240,921.96
241,1735.97
242,1302.27
243,13988.911666666667
244,11436.26
245,5945.59
246,12734.9
247,7442.34
248,7515.66
249,14951.18
250,1677.39
251,17075.66
252,3081.69
253,1480.87
254,16223.572
255,2311.8466666666664
256,4815.38
257,11818.89
258,16940.14
259,12714.28
260,964.51
261,2064.85
262,3353.46
263,8315.73
264,6245.72
265,12187.68
266,3019.67
267,17477.34
268,8322.19
269,3423.97
270,1155.55
271,8580.88
272,1254.2
273,5980.27
274,13307.144166666667
275,16245.58
276,2156.93
277,3049.64
278,1612.54
279,12023.46
280,3574.03
281,5906.1
282,15069.68
283,1349.41
284,886.42
285,938.3
286,15814.2
287,16148.94
288,787.95
289,3490.46
290,10769.96
291,17154.38
292,13237.75
293,3890.96
294,8296.92
295,9547.54
296,16114.01
297,2391.116666666667
298,1048.14
299,5791.48
300,16856.47
301,770.37
302,11644.27
303,1386.14
304,1383.32
305,765.4
306,647.51
307,2630.91
308,12839.61
309,9829.16
310,5614.02
311,5730.06
312,8934.31
313,8420.57
314,1155.34
315,16766.89
316,1274.13
317,524.89
318,688.64
319,4165.3
320,913.31
321,1062.66
322,9598.32
323,2846.7
324,873.63
325,1262.65
326,2655.93
327,3075.79
328,9415.11
329,11367.405
330,3811.91
331,3174.99
332,7004.56
333,10657.1
334,10850.14
335,14077.660000000005
336,17358.16
337,3440.76
338,4088.0
339,1513.46
340,17024.65
341,1066.1
342,10194.82
343,6073.33
344,1498.54
345,1050.21
346,1296.05
347,883.68
348,1318.08
349,3893.92
350,6626.35
351,2479.23
352,1383.17
353,893.2239999999999
354,657.31
355,843.43
356,4951.0
357,17408.96
358,2090.79
359,4380.93
360,10419.11
361,871.78
362,907.69
363,6010.77
364,7795.47
365,10109.34
366,7345.75
367,6733.35
368,2535.6
369,4916.65
370,16271.57
371,7567.88
372,18012.53
373,1308.15
374,3505.32
375,1648.97
376,3801.72
377,553.28
378,971.51
379,16147.77
380,2188.83
381,796.02
382,951.02
383,10388.8
384,11910.48
385,16634.61
386,11639.57
387,7083.45
388,10186.49
389,1086.24
390,11303.44
391,3923.95
392,9671.71
393,10105.32
394,16629.96
395,6199.75
396,6244.03
397,1317.33
398,17292.99
399,7375.03
400,2704.93
401,2413.93
402,9574.32
403,17014.136833333334
404,5934.55
405,2597.211666666667
406,17162.85
407,16824.61
408,1237.18
409,1347.17
410,12566.86
411,606.59
412,9855.23
413,6894.35
414,7469.91
415,4048.99
416,10770.29
417,1044.91
418,6836.53
419,995.01
420,7008.25
421,1835.86
422,6842.73
423,5149.83
424,4005.03
425,2223.76
426,2096.09
427,501.21
428,7812.01
429,963.2
430,7172.99
431,10829.45
432,16235.51
433,1127.44
434,6982.42
435,3366.52
436,903.99
437,4414.51
438,10867.66
439,5638.32
440,1386.41
441,3345.78
442,14397.27
443,663.95
444,5110.98
445,2105.79
446,950.11
447,5961.75
448,8565.07
449,991.92
450,7719.05
451,13437.22
452,1021.2
453,4105.88
454,991.65
455,3806.87
456,17128.33
457,3860.92
458,1324.17
459,7060.32
460,1710.41
461,900.914
462,8954.05
463,9206.03
464,2348.93
465,610.63
466,1086.35
467,1412.87
468,876.58
469,1051.34
470,1001.45
471,17023.11
472,16673.82
473,2404.87
474,10289.37
475,1169.47
476,779.4
477,2046.93
478,9940.19
479,3837.36
480,2564.13
481,939.74
482,3458.05
483,847.54
484,3228.57
485,2435.43
486,8368.55
487,1416.72
488,3795.24
489,3712.83
490,587.3
491,7709.19
492,886.34
493,2733.96
494,8665.85
495,1299.39
496,1602.02
497,5098.37
498,889.27
499,6901.87
500,8138.0
501,7271.83
502,828.46
503,2100.84
504,4354.0
505,8199.24
506,1236.75
507,1087.78
508,3481.88
509,8538.3
510,12814.481666666667
511,4070.11
512,942.96
513,16994.52
514,5723.35
515,1479.57
516,12752.74
517,2721.22
518,922.42
519,1977.28
520,15964.77
521,16282.62
522,8799.74
523,8370.05
524,988.82
525,5787.3
526,1252.27
527,612.87
528,769.91
529,885.33
530,10098.16
531,10270.49
532,8374.6
533,1013.32
534,17130.61
535,1020.05
536,2192.42
537,2492.46
538,12918.3
539,5033.73
540,17959.09
541,15550.42
542,2456.8
543,1262.92
544,7389.08
545,1369.69
546,6233.62
547,5272.75
548,5542.96
549,12124.23
550,5008.04
551,11122.93
552,10544.95
553,3886.26
554,731.58
555,2648.85
556,848.35
557,1142.37
558,1076.54
559,9064.86
560,3771.57
561,899.304
562,17392.06
563,15608.72
564,1042.25
565,11391.45
566,3449.41
567,1193.34
568,9471.36
569,2319.36
570,925.28
571,11632.94
572,935.49
573,3369.56
574,6995.52
575,17057.45
576,2334.92
577,2954.77
578,2321.25
579,1057.33
580,7835.08
581,9246.73
582,4141.68
583,1347.39
584,5556.18
585,1094.8
586,15633.126666666665
587,12160.01
588,1979.33
589,3071.98
590,7382.97
591,11149.66
592,4219.63
593,10004.19
594,14618.02
595,9083.01
596,1816.69
597,17249.49
598,884.38
599,17471.95
600,1930.37
601,4208.23
602,16993.22
603,1521.45
604,12070.25
605,5359.72
606,2262.42
607,5323.24
608,5975.16
609,945.21
610,13309.76
611,2340.97
612,9608.97
613,5021.81
614,8523.53
615,1694.11
616,2647.32
617,9547.1
618,955.64
619,787.36
620,7106.66
621,676.01
622,16131.45
623,1374.16
624,11109.26
625,14122.663333333338
626,3155.43
627,5003.33
628,958.11
629,4929.41
630,5337.34
631,906.57
632,12154.83
633,10425.55
634,572.53
635,4034.96
636,1024.9
637,1129.06
638,15170.86
639,1438.9
640,6292.4
641,944.61
642,1287.4
643,10718.9
644,17523.8
645,1012.4
646,2801.31
647,6730.86
648,17682.4
649,6747.85
650,1252.08
651,17342.64
652,3204.01
653,11568.19
654,849.04
655,1470.84
656,778.8
657,10136.32
658,15864.51
659,2740.2
660,1998.74
661,1114.58
662,843.36
663,971.29
664,16716.48
665,929.71
666,2426.31
667,1432.68
668,1459.75
669,6290.6
670,2513.19
671,1566.01
672,2621.43
673,11710.28
674,2735.64
675,1251.73
676,4028.56
677,7133.69
678,8614.1
679,12222.24
680,1981.62
681,765.38
682,2567.42
683,2311.91
684,5256.48
685,11067.55
686,9452.14
687,8749.91
688,8531.5
689,11267.35
690,6122.15
691,6386.42
692,12141.05
693,16372.39
694,5538.23
695,11590.85
696,1121.29
697,8380.27
698,922.21
699,2201.02
700,10672.29
701,8868.0
702,2657.46
703,13974.460333333334
704,3914.26
705,1037.21
706,2249.45
707,1083.63
708,3845.38
709,2804.1
710,12186.27
711,965.85
712,3605.05
713,1322.36
714,891.47
715,551.39
716,2017.05
717,1376.13
718,8443.62
719,1072.01
720,17521.8
721,16744.46
722,4373.95
723,2686.29
724,3832.2
725,7099.29
726,3860.77
727,1568.04
728,9594.18
729,1987.5
730,16994.67
731,10436.87
732,5211.48
733,6902.81
734,2156.65
735,13608.3
736,5051.56
737,928.17
738,8650.29
739,3307.17
740,2980.81
741,1612.5
742,601.26
743,11684.93
744,1683.87
745,11305.52
746,2661.66
747,1250.26
748,10230.79
749,1303.37
750,501.22
751,12626.16
752,10559.5
753,902.87
754,3321.25
755,14729.63
756,4639.55
757,8329.62
758,7026.19
759,17385.77
760,6739.01
761,916.23
762,5744.73
763,15459.793333333335
764,15307.79
765,8379.49
766,4317.99
767,926.07
768,6012.21
769,641.66
770,10771.48
771,14650.493333333336
772,6827.54
773,3692.58
774,1311.18
775,1966.38
776,1039.45
777,11613.22
778,5639.62
779,12662.05
